animal,genre,views,likes,like_rate,dur,upload,channel,subs,title,hook,ai_made,url
貓,寵物與人互動,51547305,222172,0.43,12,2026-05-22,스트로베리 터틀,110000,집사 장난이 고양이 루틴에 추가되는 과정ㅋ,惡作劇變成貓的固定行程,False,https://www.youtube.com/shorts/6iF8fZg5zM4
貓,劇情反轉,51251812,313230,0.61,21,2025-07-09,Glenda 96,304000,सांप के काटने पर बिल्ली ने सांप को बना कर लिया बदला,被蛇咬的貓回頭復仇,False,https://www.youtube.com/shorts/YWdU0dVdFIw
貓,知識科普,50799818,1636162,3.22,27,2025-06-13,Zack D. Films,28000000,Would A Tiger-Sized Kitten Kill You? 😵,老虎大小的貓會殺了你嗎,True,https://www.youtube.com/shorts/aGdUNAmMV6s
貓,知識科普,50727724,2607731,5.14,33,2024-09-02,Zack D. Films,28000000,Don't Declaw Your Cat 😰,千萬別幫你的貓去爪,True,https://www.youtube.com/shorts/LUiJNmY-P48
貓,搞笑意外,50678631,1396563,2.76,63,2025-09-01,Funny Animals hub,120000,What does my cat do when I'm sleeping? 😂👈 #cat #cats #funny #funnyanimals #pet #petshorts #shorts,我睡著時貓到底在幹嘛,False,https://www.youtube.com/shorts/nvJAg7WCVm4
貓,教學DIY,50659374,955130,1.89,22,2022-04-16,Chef Cat ChangAn ,10600000,Meow~Colorful Fruit Juice Recipe For Summer! | Cat Cooking Show 2022 | Chef Cat TikToks#Shorts,貓廚師教你調夏日果汁,False,https://www.youtube.com/shorts/rQdXJy4XjUg
貓,搞笑意外,50624057,371295,0.73,36,2026-04-12,TootiLo,1330000,Cat Explains Foot Hygiene 🦶🏻🧼,貓咪開課講腳的衛生,False,https://www.youtube.com/shorts/IbTeoU3GT6E
貓,搞笑意外,50394946,386098,0.77,9,2024-05-01,Abil Family,3280000,Wow kucing lucu ngegas 😹,貓咪突然發火超好笑,False,https://www.youtube.com/shorts/ZWvWkrU7XRU
貓,搞笑意外,50154383,851276,1.7,10,2023-01-10,Noodle and Bun,3340000,Round cat wins gold at cat show,圓滾滾胖貓奪下貓展金牌,False,https://www.youtube.com/shorts/-m6I2JNXRO4
狗,搞笑意外,779735343,2192363,0.28,10,2025-08-30,편집중,256000,다음은 네 차례! 공포의 간식 시간￼🔥1탄 #강아지 #shortsfeed,下一個換你！恐怖點心時間,False,https://www.youtube.com/shorts/XHejBFJT5u0
狗,挑戰實驗,658804018,13576514,2.06,35,2025-03-23,MrBeast,512000000,"Find Your Dog, Win $10,000",找到自己的狗就拿一萬美金,False,https://www.youtube.com/shorts/69g-YcbmgQA
狗,挑戰實驗,649071358,16207411,2.5,27,2023-12-14,MrBeast,512000000,"Feeding A Dog $1 vs $10,000 Steak",1 元 vs 1 萬元牛排餵狗,False,https://www.youtube.com/shorts/ZVt9ZJfWV1c
狗,可愛日常,615352741,5368928,0.87,6,2022-12-15,Bhaiya Choudhary,1540000,Baby dog#cute puppy barking#4kviral#shorts,奶狗第一次學汪汪叫,False,https://www.youtube.com/shorts/dFg8Nu2X5Mo
狗,搞笑意外,564397884,5781908,1.02,24,2024-07-01,Nico_thepomeranian,17100000,Nico’s Plan to Eradicate Hunger #nico #smartnico #funny #dog #cute,狗狗消滅飢餓的大計畫,False,https://www.youtube.com/shorts/igCtEmL75Fk
狗,搞笑意外,532709051,6767025,1.27,18,2023-01-04,旺仔很忙🐶 Labrador Wangzai,1820000,這狗子吃個東西還挺講究,這狗吃東西還挺講究,False,https://www.youtube.com/shorts/c7YcSrXjdNA
狗,救援感人,489860449,,,18,2026-01-12,The BN Family,10100000,Saved Cute Dog 🐕 😳 #shorts #trending #thebnfamily #dog,救下一隻可憐小狗,False,https://www.youtube.com/shorts/-C2OKSjkv1M
狗,挑戰實驗,459334706,7392368,1.61,50,2020-10-01,TIKTOKIA,1270000,Dogs That Fly - Malinois & Alsatian Dogs Show Their Jumping Agility   #Shorts,會飛的狗，彈跳力驚人,False,https://www.youtube.com/shorts/UghXnU162Q4
狗,教學DIY,448599431,1417022,0.32,10,2025-06-27,yummyfarm,3890000,Innovative movable dog house #petsupplies #petlovers #dogtraining,會移動的創意狗屋,False,https://www.youtube.com/shorts/NZl0NlaimLM
狗,救援感人,393561953,10068584,2.56,25,2023-06-19,Noel Deyzel,7750000,I found a dog outside my gym 😳,健身房外撿到一隻流浪狗,False,https://www.youtube.com/shorts/vOThRCun5GY
狗,搞笑意外,346946452,3717690,1.07,12,2023-06-29,翠花的故事,1820000,狗：不是，你有病吧😡 #动物图鉴 #精神小狗,狗一臉「你有病吧」的表情,False,https://www.youtube.com/shorts/CPHQVigBLXE
狗,音樂舞蹈,312078034,2007653,0.64,12,2024-08-27,J House jr.,35700000,🐶Can you bark like a #puppy #dog ?!,你會學小狗汪汪叫嗎,False,https://www.youtube.com/shorts/WkHCwT8HNds
狗,挑戰實驗,311954840,3371733,1.08,18,2024-03-30,Mocha Pom,4240000,Adorable fluffy dog jumps over stacks of eggs 🥚 #easter #dog,毛絨狗狗跳過整排雞蛋,False,https://www.youtube.com/shorts/htd6-h9KCE4
狗,挑戰實驗,300448076,10893032,3.63,12,2024-05-16,MrBeast,512000000,World’s Smartest Dog,世界上最聰明的狗登場,False,https://www.youtube.com/shorts/YyNz4--6fro
狗,知識科普,296311432,9493164,3.2,40,2021-09-24,Dental Digest,21200000,Puppy Dog Toothbrush! #shorts,幫狗刷牙的正確方法,False,https://www.youtube.com/shorts/bbQNpJW_YJ8
狗,寵物與人互動,290486071,4699521,1.62,19,2022-11-28,Nico_thepomeranian,17100000,"Nico: mom, you hit me! #funny #dog #cute #smartnico",狗狗控訴媽媽打牠,False,https://www.youtube.com/shorts/dUGFpoPlBUE
狗,搞笑意外,277550768,1986249,0.72,60,2025-10-07,Pet Funny Vids,522000,Funny Dogs reaction to being frightened 🐶🐶 #funnyvideos #dog #pet #fyp #dogs #funnydog,狗被嚇到的爆笑反應,False,https://www.youtube.com/shorts/F14JuOJSyPg
狗,寵物與人互動,271754490,2326721,0.86,10,2025-10-14,babies&barks,274000,The tension in this conversation… I can’t 😭😂 | babies&barks,寶寶跟狗吵架的緊張氣氛,False,https://www.youtube.com/shorts/YvdrHjQhdLY
狗,ASMR療癒,268131673,3697890,1.38,65,2026-03-29,PetsGoodis,625000,My puppy is here to relax and be spoiled again 🐶✨#PuppyLife #FurBaby #CutePets #SpringPetCare,狗狗又來被寵幸放鬆了,False,https://www.youtube.com/shorts/rL6kbNivKws
狗,救援感人,263345493,1205653,0.46,15,2025-10-25,The geeta gurjar,43300000,Amaira n puppy bacha liye #shorts #thegeetagurjar,小女孩即時救下小狗,False,https://www.youtube.com/shorts/zR3xq9nTbUE
狗,寵物與人互動,259289595,2672337,1.03,10,2021-05-25,ViralHog,30200000,Kiddo Wants to Share Whipped Cream with Corgi || ViralHog,小孩想把鮮奶油分給柯基,False,https://www.youtube.com/shorts/q-Ko7wdglqo
狗,寵物與人互動,259084526,915870,0.35,9,2025-04-05,Rowdy Rotts😈 (Uk04),1410000,Rottweiler Daisy protecting Baby🚨✅suddenly attack ❌⚠️#rottweiler #shorts #baby #funny #attack,羅威納護嬰突然發動攻擊,False,https://www.youtube.com/shorts/DUBQNHdlkTQ
狗,搞笑意外,253017977,832880,0.33,8,2025-06-26,Ăn Vặt Tuổi Thơ ,16600000,Little brother returns puppy and duck 🐶😂🦆,弟弟把小狗和鴨子還回去了,True,https://www.youtube.com/shorts/y6A4tgFyWyc
狗,劇情反轉,251752972,1347998,0.54,17,2025-07-02,Pouty Frenchie,1340000,Why Did This Cute Dog Buy a Mermaid Costume? His Secret Plan is Revealed! 🧜‍♀️🐶,狗狗買美人魚裝要幹嘛？,True,https://www.youtube.com/shorts/9r5GJAYUFcY
狗,教學DIY,250326473,9924913,3.96,55,2021-08-25,Brodie That Dood,5550000,Building a Puppy Ball Pit! #shorts,幫狗狗蓋一座球池,False,https://www.youtube.com/shorts/9_gV1qznLmY
狗,寵物與人互動,235626111,1073529,0.46,19,2026-03-31,Kamal family reaction ,89100,Cute boy aur dog ki masti 🐶 | vfx ka kamaal #shorts,男孩和狗玩出 VFX 神效,True,https://www.youtube.com/shorts/WVOIemD9oI4
狗,恐怖驚嚇,227143217,710552,0.31,6,2025-05-07,The Animal Behavior Studio ,130000,Real Aggressive Dog Barking | Scary Dog Sound Warning!,最兇惡犬吠聲，注意音量,False,https://www.youtube.com/shorts/RFLmxKd2xoQ
狗,搞笑意外,226212020,3027996,1.34,17,2023-05-01,Nico_thepomeranian,17100000,Nico:Am i superman? #dog #nico #cutedoggies #funny #cute,博美飛撲：我是超人嗎？,False,https://www.youtube.com/shorts/aLxujpoxzA0
狗,搞笑意外,226025872,4572000,2.02,8,2024-04-13,LabPups.com,583000,Laugh Out Loud at These Funny Dog Moments! 😄,狗狗爆笑瞬間讓你笑出聲,False,https://www.youtube.com/shorts/x0iC-8ZnNwM
狗,可愛日常,224609933,6141924,2.73,12,2022-08-28,Mayapolarbear,2890000,My Dog Has a Pure Heart 🥺 #shorts #dog,我家狗狗心地太善良了,False,https://www.youtube.com/shorts/9biWC3pKzE0
狗,劇情反轉,216228010,1326766,0.61,17,2025-08-17,Pouty Frenchie,1340000,Dog's Secret Bubble Plan! Watch cute Pup Create a Rainbow Bath! 🛁🐶,狗狗偷偷放彩虹泡泡浴,True,https://www.youtube.com/shorts/7RO1G4rE0LI
狗,搞笑意外,212066762,5395038,2.54,10,2016-05-03,pugsnkisses84,736000,Pug chase!,巴哥狗全速追逐現場,False,https://www.youtube.com/shorts/XzJcQR2yA8E
狗,教學DIY,207895389,1493937,0.72,12,2025-06-01,Stadtwolftraining,344000,Hunderudel trifft Fahrrad #germanshepherd #animals,一群狼犬遇上腳踏車,False,https://www.youtube.com/shorts/RuxfduZFiBw
狗,搞笑意外,205499716,1390847,0.68,40,2025-06-23,Factomato,11400000,Naughty Dog Surprises His Owner😊,調皮狗給主人一個大驚喜,False,https://www.youtube.com/shorts/yRSwSXSMue4
狗,音樂舞蹈,200710894,1408040,0.7,8,2024-09-15,Animal World - Sereno Vive,,Dancing Puppy Deli 🐶😂 Cute Dog Shows Off Dance Moves,小狗跳起舞來停不下來,False,https://www.youtube.com/shorts/-Dhg-syHyPM
狗,搞笑意外,198837673,,,12,2023-11-19,Bubbles The Golden Retriever,732000,😂❤️ #dog #goldenretiever #shorts #puppy,黃金獵犬的爆笑瞬間,False,https://www.youtube.com/shorts/u4XbDY2BHCU
狗,搞笑意外,197787399,,,16,2022-12-08,The PAWmazing Friends,389000,Baby Labrador had a bad poop. #labrador #labradorretriever  #dog #doglover #puppy  #maltese #dogs,拉拉幼犬大便大出災難,False,https://www.youtube.com/shorts/W0OPxYjyHjA
狗,救援感人,196897744,2853811,1.45,18,2024-09-28,Marta and Rustam,41000000,She SAVED a CUTE PUPPY.. 😱🐶🚙 #shorts #khamitovy #martaandrustam,她從路邊救回一隻小狗,False,https://www.youtube.com/shorts/0eEWht_RSqw
狗,搞笑意外,195466331,4087253,2.09,10,2022-04-13,ViralHog,30200000,This is an Injustice || ViralHog,這實在太不公平了吧,False,https://www.youtube.com/shorts/sCvcZx_Ej0w
狗,寵物與人互動,192447360,,,11,2022-06-01,Varya The Corgi,424000,smart dog #dogtricks #corgitricks,柯基聰明到會做這些指令,False,https://www.youtube.com/shorts/TM-Uxcdo280
狗,寵物與人互動,191243452,3917704,2.05,140,2024-10-27,The Hayeks,3980000,it��s puppy bath time!,小狗洗澡時間到囉,False,https://www.youtube.com/shorts/0aIJcvoeIzM
狗,搞笑意外,189885797,3073143,1.62,13,2024-03-29,糖果木星,1190000,狗狗：好玩么？幼稚！Is it fun? Naive!,狗狗一臉嫌棄：幼稚！,False,https://www.youtube.com/shorts/QTPbflPav3U
狗,挑戰實驗,189551370,8131569,4.29,48,2023-05-21,Airrack,19000000,Would you sell me your dog for 100 dollars?,一百美金你賣不賣你的狗,False,https://www.youtube.com/shorts/z8AQ_oi11-0
狗,搞笑意外,186364541,2875905,1.54,16,2023-10-02,Nico_thepomeranian,17100000,Everything was seen through by Nico #nico #funny #dog #funnydog,什麼都被 Nico 看穿了,False,https://www.youtube.com/shorts/Fe8KDzVwMPo
狗,搞笑意外,179746830,681236,0.38,10,2026-06-28,Capo & Taya,135000,Dachshund never give up for a second #dog #dogs,臘腸狗一秒都不肯放棄,False,https://www.youtube.com/shorts/YC1njpXlGKY
狗,寵物與人互動,175711123,6043145,3.44,45,2023-04-26,Stokes Twins,144000000,SURPRISING MY TWIN WITH HIS DREAM PET!!,送雙胞胎弟弟夢想中的寵物,False,https://www.youtube.com/shorts/lobByNPDkHc
狗,可愛日常,174668850,1018206,0.58,12,2025-01-04,From the Roots Up,124000,Cute baby puppies! #puppies #sillyanimals #shorts,一窩小奶狗萌到融化,False,https://www.youtube.com/shorts/wBhWCFVL0WI
狗,搞笑意外,165421565,,,48,2025-08-18,Kanish Gahlawat,4900000,Very funny dog 😍🥰 #comedy #funny #funnyshorts #shorts,這隻狗太會搞笑,False,https://www.youtube.com/shorts/WmItV5E1kFQ
狗,搞笑意外,159326071,5163964,3.24,39,2023-12-12,ViralSnare Rights Management,12300000,Dog Fails While Testing Owner’s Treadmill,狗狗挑戰跑步機慘敗,False,https://www.youtube.com/shorts/bhr6iugESNE
狗,劇情反轉,156426031,1351609,0.86,25,2026-03-10,KITEM DOGS,1420000,Did the cute puppy go to heaven with the balloon? 😭,小狗抓氣球飛走了嗎,True,https://www.youtube.com/shorts/KAGtyqVflG8
狗,搞笑意外,154250252,1440284,0.93,32,2025-10-27,Funny Cute,,Dogs being idiots part 8: Trick dog take medicine #funnydog #funnypet #cutedog #dogshorts,騙狗吃藥全部失敗,False,https://www.youtube.com/shorts/MLPrbCBkOpE
狗,搞笑意外,153521194,787174,0.51,17,2025-04-09,Demariki,11800000,Smart Dog 😱🤣 #demariki,狗狗聰明到嚇死人,False,https://www.youtube.com/shorts/u2UOU54_fwc
狗,搞笑意外,150450149,2618170,1.74,13,2023-06-08,翠花的故事,1820000,狗：你让我觉得有点恶心🤬 #动物图鉴 #这操作都看傻了,狗一臉嫌棄你噁心,False,https://www.youtube.com/shorts/e0e_nMugFUg
狗,可愛日常,148331539,1616760,1.09,20,2025-07-22,FOU FOU PUPPY,3110000,स्मार्ट लुसी डॉग 🐶 White Fluffy Dog Cute Jump 😍 Dogs Training #fluffydog #cutedog #dog,白毛球狗聰明大跳躍,False,https://www.youtube.com/shorts/BwmSHJVBGa0
狗,寵物與人互動,143793005,872411,0.61,23,2026-04-07,The geeta gurjar,43300000,amaira ko mila dog 😍 #shorts #thegeetagurjar,小女孩終於養到狗了,False,https://www.youtube.com/shorts/P5vTJfM-xwE
狗,挑戰實驗,143503134,3012593,2.1,60,2023-02-23,M4 Tech,13900000,Kunjuttan Rocks Epi : 8 | Elephant Toothpaste | M4 Tech | #shorts,大象牙膏實驗遇上狗狗,False,https://www.youtube.com/shorts/F6ZPTQFDSAg
狗,挑戰實驗,142997540,5870898,4.11,40,2022-05-25,Ellie Golden Life,3600000,Leaving my dog with steak and chicken #goldenretriever #dog,把牛排留給狗會怎樣,False,https://www.youtube.com/shorts/ef-pvuP2IUc
狗,ASMR療癒,142939595,2743393,1.92,55,2024-09-02,The Hayeks,3980000,it’s bath time! #shorts #puppy #pink #asmr #asmrvideo #poodle,粉紅泡泡的洗澡療癒音,False,https://www.youtube.com/shorts/Rm6BOm9sbks
狗,救援感人,141038464,1211446,0.86,27,2025-08-08,Clean Girl,20900000,I Found Puppies in the Sewer 😔,下水道裡發現一窩小狗,False,https://www.youtube.com/shorts/YZwgr0aW6XQ
狗,可愛日常,139463627,1025017,0.73,60,2024-10-27,The PeaNut Vlogs,1180000,PeaNut's Bath #dog #goldenretriever #doglover #puppy #dogshorts #dogcantalk,黃金獵犬的洗澡實況,False,https://www.youtube.com/shorts/dbQAsK4pN1I
狗,寵物與人互動,135210109,5405361,4.0,16,2023-06-27,Brennan Rogers,3550000,This dog is so smart ❤️🥹 #shorts,這隻狗聰明到不可思議,False,https://www.youtube.com/shorts/vzV6cCXEfYU
狗,教學DIY,133539460,1503551,1.13,10,2022-07-09,Austin Sprinz,8570000,How to give you puppy a bath the SMART way 😂,聰明幫狗洗澡的偷吃步,False,https://www.youtube.com/shorts/B2cc5q43D90
狗,寵物與人互動,131458273,3249823,2.47,15,2023-05-14,Hugo The Malamute,1380000,Adorable Dog Cannot Stop Tackling His Dad #dogsofyoutube #dog #funnyanimals,狗狗撲倒爸爸停不下來,False,https://www.youtube.com/shorts/DN0kf4oG7vk
狗,可愛日常,128459776,3247801,2.53,13,2022-09-03,Mocha Pom,4240000,My Pomeranian Loves To Take Baths  #shorts #dog,博美超愛洗澡的樣子,False,https://www.youtube.com/shorts/C1BEEh5YncM
狗,搞笑意外,126723407,845680,0.67,16,2026-06-30,callum kingscroft,111000,蛐蛐狗1️⃣2️⃣4️⃣！！欠揍！！ #歡迎來到我的專業 #黑色拉布拉多 #萌寵拉布拉多 #雙血統拉布拉多,這隻黑拉布拉多超欠揍,False,https://www.youtube.com/shorts/uhUnK4DhKQ4
狗,寵物與人互動,125248523,614883,0.49,18,2025-07-11,The geeta gurjar,43300000,Amaira ko dog chaiye #shorts #thegeetagurjar,小女孩吵著要養狗,False,https://www.youtube.com/shorts/-pZ1UMEGfYg
狗,搞笑意外,124376252,630069,0.51,21,2025-09-30,PetLOL,48400,Dogs React to the Funniest Animal Moments 😂🐶,狗狗看爆笑影片的反應,False,https://www.youtube.com/shorts/foBbZWS1V8Y
狗,搞笑意外,123552468,1481370,1.2,38,2023-03-29,เจไจ๋แปน J Jai Pan,13300000,The Sigma Sniper‼️ and His Roblox Nerf Gun and a Mad Dog😂👹 | JJaiPan #shorts #tiktok,玩具槍對決瘋狗,False,https://www.youtube.com/shorts/sPGB9kixGk8
狗,可愛日常,123369533,1029377,0.83,6,2023-05-19,ShihTzu Diaries,337000,shihtzu Dog Barking| ShihTzu barking #dogs #shihtzupuppies,西施犬對你狂吠,False,https://www.youtube.com/shorts/hWlh8JHElmE
狗,搞笑意外,123099181,2099278,1.71,22,2022-07-27,糖果木星,1190000,狗子有多胆小，木星：我就演给你看,狗子有多膽小，演給你看,False,https://www.youtube.com/shorts/qw5y4VN0tes
狗,搞笑意外,122938503,,,8,2022-10-02,Kanchan Joshi 2.0,1520000,dog playing balloon cricket 🎈🏏 #shorts #lakdikikathi,狗狗打氣球板球,False,https://www.youtube.com/shorts/wGnglopBtwE
狗,可愛日常,122725642,2545199,2.07,6,2022-06-04,Nguyễn Trang TV,387000,Dog and duck so cute #shorts #dogandduck,狗狗和小鴨的萌友情,False,https://www.youtube.com/shorts/oqK_B-ac7oA
狗,寵物與人互動,122480435,529507,0.43,9,2024-11-29,Eating Dogs,854000,"The temperature is rising again, let’s cook! Cute pet debut plan Labrador Oh my god it smells so g",天熱了煮飯給狗吃,False,https://www.youtube.com/shorts/0lPcYwQ9OaI
狗,寵物與人互動,122117653,3257340,2.67,19,2023-10-17,Nick DiGiovanni,44600000,Starbucks Puppuccino,星巴克狗狗奶泡,False,https://www.youtube.com/shorts/8FoeNHOqiIA
狗,搞笑意外,120682561,2012716,1.67,20,2023-01-12,旺仔很忙🐶 Labrador Wangzai,1820000,原來狗子也會後悔～,原來狗子也會後悔,False,https://www.youtube.com/shorts/X_PU6t6IS38
狗,搞笑意外,120544414,857080,0.71,6,2024-07-16,S H O W   O F F  0 7 9,151000,Funny video #dog #funny #puppy #pets #animal #arabic #music #tontonight #viral #trending,狗狗的爆笑瞬間,False,https://www.youtube.com/shorts/jjV4a_WpBjE
狗,搞笑意外,120291961,314186,0.26,10,2025-09-02,PopoDogy,25900,Picking up dog poop 🐶💩,撿狗大便的日常,False,https://www.youtube.com/shorts/SQJja591vaw
狗,可愛日常,116705052,1789720,1.53,6,2022-11-25,Dhvija Angel Vlogs,401000,Puppy sound #shorts #puppy #dog,小奶狗的叫聲,False,https://www.youtube.com/shorts/COyhV80Mewo
狗,搞笑意外,114250565,1147280,1.0,9,2025-06-03,MisterMainer,3970000,Pookie wasn’t happy! #dogs #sad #nose #meme,Pookie 不開心了,False,https://www.youtube.com/shorts/24E_OO4SCII
狗,ASMR療癒,109381887,1890877,1.73,59,2024-09-29,The Hayeks,3980000,it’s puppy bath time! #puppy #shorts #asmr #blue #poodle #asmrvideo,小狗洗澡時間到,False,https://www.youtube.com/shorts/q7Yhk9oKRow
狗,ASMR療癒,108501366,4384288,4.04,59,2023-09-03,是曼玉不是鳗鱼 Littlemanyu,14000000,ASMR | 曼玉Manyu沉浸式身体护理SPA  #柴犬 #豆柴 #抖音 #柴犬可愛い,柴犬的沉浸式SPA,False,https://www.youtube.com/shorts/3-9sG4G-m38
狗,搞笑意外,107740650,831878,0.77,68,2025-12-13,Funny *_*,119000,funny dogs Fail #shorts,狗狗失敗大合集,False,https://www.youtube.com/shorts/vfT7zkNY1Wg
狗,寵物與人互動,105907386,1646274,1.55,60,2025-03-19,Aruj Raghuvanshi,5860000,Indian Dad And Pet 🐶 Wait For Last 🥹✨️ #shorts #pets #reltable #aruj #indianfamily,印度老爸和狗，看到最後,False,https://www.youtube.com/shorts/LPEkYuGctuk
狗,劇情反轉,104847860,654340,0.62,17,2025-06-28,Pouty Frenchie,1340000,"Saddest Dog of the Year! His Popsicles Melted, But He Found a Sweeter Friendship! 🍦💖",冰棒融了的最慘狗狗,False,https://www.youtube.com/shorts/6wWZn9huKW4
狗,搞笑意外,103237844,532955,0.52,6,2024-04-21,N# STUDIO,1420000,dog barking sound loud #viral #angrypuppy #cutepet #dog #cat #dogsound #animals #angry #angryanimal,超大聲狗吠來了,False,https://www.youtube.com/shorts/rMFxnf5AZr0
狗,可愛日常,103232315,495034,0.48,17,2025-04-02,The geeta gurjar,43300000,Amaira ka cute dog #shorts #thegeetagurjar,小女孩的可愛狗狗,False,https://www.youtube.com/shorts/ruxH3DIs9wc
狗,搞笑意外,102161237,747623,0.73,39,2026-03-13,Fluffy Shorts,83000,Ranking Funniest Dog Treats Catching Fails Ever! #funny #dogs #viralshorts,狗狗接零食失敗排名,False,https://www.youtube.com/shorts/dbvlcRFMHmA
狗,搞笑意外,101776927,3544474,3.48,22,2024-02-21,Agirlandadoodle,4000000,Thank me later #dog #funnydog #dating,帶狗去約會的絕招,False,https://www.youtube.com/shorts/8ReLUJleJbQ
狗,搞笑意外,101327077,1846469,1.82,16,2020-08-18,Harpreet SDC,12800000,American bully Dog ko Ullu Banaya | Funny Dog Video |#shorts | Harpreet SDC,惡搞美國惡霸犬,False,https://www.youtube.com/shorts/B-0UhY5DzKg
狗,寵物與人互動,101110685,1036211,1.02,19,2023-02-18,Nico_thepomeranian,17100000,What's your favorite fruit?#cute #dog #funny #nico #smartnico,狗狗最愛哪種水果,False,https://www.youtube.com/shorts/Q-Bsxs8rRmc
狗,搞笑意外,100801545,544211,0.54,11,2026-06-30,tin duongloc,190000,#搞笑萌寵#萌娃和萌寵#狗狗迷惑行為#搞笑,狗狗的迷惑行為,False,https://www.youtube.com/shorts/DFdhVUEEuY0
狗,搞笑意外,100447462,2733342,2.72,20,2023-05-25,Brennan Rogers,3550000,The way she immediately froze 😂❤️ #shorts,她瞬間石化的樣子,False,https://www.youtube.com/shorts/_FTd-Sx7Orc
狗,搞笑意外,99573260,,,6,2025-02-26,Az animals,203000,Dog with crocodile mouth #dog #animals #shorts #fyp #video #viralshorts #short,長著鱷魚嘴的狗,False,https://www.youtube.com/shorts/DoaPkRtGzhg
狗,可愛日常,98165288,300834,0.31,6,2026-07-01,Mahamud_0.5,117000,Rumi picked up the lovely teacup dog.,單手就能捧起的茶杯犬,False,https://www.youtube.com/shorts/oyeWy6S_JvM
狗,搞笑意外,97730442,509172,0.52,11,2026-03-20,TRAF,73900,Happy Dogs #dog #funny,開心到失控的狗狗們,False,https://www.youtube.com/shorts/NcyGMygWXqg
狗,救援感人,97629022,1622854,1.66,28,2023-02-07,Wolf Game,5370000,😭 Save the Poor Sled Dogs! #straydogs #dog #wolf #animalrescue,快救救可憐的雪橇犬,True,https://www.youtube.com/shorts/FOLq_Xkwe8o
狗,搞笑意外,97539041,1430322,1.47,8,2021-09-18,Hammy and Olivia,6910000,Talking Dog Thinks He is a TOMATO! #shorts #corgi,柯基堅持自己是顆番茄,False,https://www.youtube.com/shorts/1tojp2IwOXA
狗,搞笑意外,96564474,1436409,1.49,18,2022-04-27,Hammy and Olivia,6910000,CORGI CATCHES FIRE! #fail #dog,柯基竟然著火了？,False,https://www.youtube.com/shorts/gbKJjwI1Ajw
狗,搞笑意外,96235007,,,44,2025-04-17,Grd Bhai ,1130000,Other Family Dog Protection vs This Dog ☠️ | #edit #trollface #usa #newyork #dog,別人家的狗 vs 我家的狗,False,https://www.youtube.com/shorts/G-qxU377QkU
狗,音樂舞蹈,95635850,424414,0.44,9,2025-04-28,MTC Animal World,3510000,Funny Dog Dancing Video 😂 #dog #puppy #dogdance #puppydance,狗狗尬舞停不下來,False,https://www.youtube.com/shorts/iON4ME0Lvrk
狗,搞笑意外,95469681,3987721,4.18,42,2022-10-19,Mr Faizan,1380000,Animal funny video | #shorts #funnyvideo #dog #creativemosho,動物爆笑瞬間集錦,False,https://www.youtube.com/shorts/aAyoNzvDQgA
狗,可愛日常,94760658,479553,0.51,6,2025-08-17,Cute puppy ,195000,Cute teacup dog puppies😍 #cute #baby #cutebaby #barkingbliss #babyanimals #toys #pets #babydogs #dog,掌心大的茶杯幼犬,False,https://www.youtube.com/shorts/JiXzXhcrL9Y
狗,ASMR療癒,93899905,870839,0.93,60,2025-09-02,The Hayeks,3980000,puppy’s apartment setup! #puppy #dog #viral #asmrsounds #shorts,幫幼犬打造專屬小公寓,False,https://www.youtube.com/shorts/7sOpEQRgo2c
狗,搞笑意外,93699457,3090118,3.3,36,2024-07-02,Agirlandadoodle,4000000,Just a couple differences 👀 #dogs #dogcomedy,兩隻狗的差別有多大,False,https://www.youtube.com/shorts/TGXZvDO_Y0k
狗,可愛日常,93376782,460845,0.49,6,2025-07-04,Dog World,219000,cute puppies adorable video #puppy #cute #cutedog #dog #shorts,一窩小奶狗萌到融化,False,https://www.youtube.com/shorts/loNTb5KPXek
狗,寵物與人互動,93313385,762319,0.82,28,2026-06-23,笑ンク,328000,飼い主にそっくりな犬が可愛い！,狗和主人長得一模一樣,False,https://www.youtube.com/shorts/9tc_xqNhGtY
狗,ASMR療癒,92404211,1306973,1.41,59,2025-03-15,The Hayeks,3980000,2 puppies�� apartment upgrade  #puppy #poodle #puppylife #shorts #funnydog #cutepuppy,兩隻幼犬的公寓大升級,False,https://www.youtube.com/shorts/muZzhf7gMAM
狗,寵物與人互動,92244909,2762790,3.0,125,2026-01-04,daily_dose_of_memes_fyp,207000,"Like owner, like dog: the dog imitates its owner 🤣#funny #dog #funnydog #funnyvideos #usa_tiktok",狗完全複製主人的動作,False,https://www.youtube.com/shorts/zt1ovC9nMBM
狗,其他,91325288,679699,0.74,11,2023-03-23,Village Life786,539000,Super Dog Race #greyhoundracing,狗狗賽跑衝刺瞬間,False,https://www.youtube.com/shorts/_a2eeCRa8uE
狗,可愛日常,89923211,254861,0.28,12,2026-03-24,Lumacraft,21400,#hund #haustiere,狗狗的日常小片段,False,https://www.youtube.com/shorts/2U7eB0BiCvk
狗,救援感人,89778799,1705049,1.9,41,2022-12-18,Reader's Digest,2630000,Girl Surprised with Adorable Puppy on her Birthday,生日驚喜竟是一隻小狗,False,https://www.youtube.com/shorts/FkIVoA8MdEk
狗,搞笑意外,89529214,526021,0.59,11,2022-07-01,AirCast,85500,Funny cute Puppy falling down,小狗走一走就跌倒,False,https://www.youtube.com/shorts/76W1ZtZfgFk
